Season,Player Name,NBA Player ID,Team,Age,Height,Weight
2013-14,Shane Edwards,202197,CLE,27,6-7,220
2013-14,Shane Larkin,203499,DAL,21,5-11,176
2013-14,Shannon Brown,200769,NYK,28,6-4,210
2013-14,Shaun Livingston,2733,BKN,28,6-7,175
2013-14,Shavlik Randolph,101183,PHX,30,6-10,236
2013-14,Shawn Marion,1890,DAL,36,6-7,228
2013-14,Shawne Williams,200761,LAL,28,6-9,230
2013-14,Shelvin Mack,202714,ATL,24,6-3,207
2013-14,Solomon Hill,203524,IND,23,6-7,225
2013-14,Solomon Jones,200780,ORL,29,6-10,235
2013-14,Spencer Hawes,201150,CLE,26,7-1,245
2013-14,Stephen Curry,201939,GSW,26,6-3,185
2013-14,Stephen Jackson,1536,LAC,36,6-8,220
2013-14,Steve Blake,2581,GSW,34,6-3,172
2013-14,Steve Nash,959,LAL,40,6-3,178
2013-14,Steve Novak,200779,TOR,31,6-10,235
2013-14,Steven Adams,203500,OKC,20,7-0,255
2013-14,Taj Gibson,201959,CHI,29,6-9,225
2013-14,Tayshaun Prince,2419,MEM,34,6-9,215
2013-14,Terrence Jones,203093,HOU,22,6-9,252
2013-14,Terrence Ross,203082,TOR,23,6-6,195
2013-14,Thabo Sefolosha,200757,OKC,30,6-7,222
2013-14,Thaddeus Young,201152,PHI,26,6-8,230
2013-14,Thomas Robinson,203080,POR,23,6-10,237
2013-14,Tiago Splitter,201168,SAS,29,6-11,245
2013-14,Tim Duncan,1495,SAS,38,6-11,250
2013-14,Tim Hardaway Jr.,203501,NYK,22,6-6,205
2013-14,Timofey Mozgov,202389,DEN,27,7-1,250
2013-14,Tobias Harris,202699,ORL,21,6-9,235
2013-14,Toney Douglas,201962,MIA,28,6-2,195
2013-14,Tony Allen,2754,MEM,32,6-4,213
2013-14,Tony Mitchell,203183,MIL,24,6-6,216
2013-14,Tony Mitchell,203502,DET,22,6-8,235
2013-14,Tony Parker,2225,SAS,32,6-2,185
2013-14,Tony Snell,203503,CHI,22,6-7,200
2013-14,Tony Wroten,203100,PHI,21,6-6,205
2013-14,Tornike Shengelia,203129,CHI,22,6-9,220
2013-14,Toure' Murry,203315,NYK,24,6-5,195
2013-14,Travis Outlaw,2566,SAC,29,6-9,207
2013-14,Trevor Ariza,2772,WAS,28,6-8,220
2013-14,Trevor Booker,202344,WAS,26,6-8,235
2013-14,Trey Burke,203504,UTA,21,6-1,190
2013-14,Tristan Thompson,202684,CLE,23,6-9,238
2013-14,Troy Daniels,203584,HOU,22,6-4,204
2013-14,Ty Lawson,201951,DEN,26,5-11,195
2013-14,Tyler Hansbrough,201946,TOR,28,6-9,250
2013-14,Tyler Zeller,203092,CLE,24,7-0,253
2013-14,Tyreke Evans,201936,NOP,24,6-6,220
2013-14,Tyshawn Taylor,203116,BKN,24,6-3,185
2013-14,Tyson Chandler,2199,NYK,31,7-1,240
2013-14,Udonis Haslem,2617,MIA,34,6-8,235
2013-14,Vander Blue,203505,BOS,21,6-4,200
2013-14,Viacheslav Kravtsov,203139,PHX,26,6-11,254
2013-14,Victor Claver,201964,POR,25,6-9,224
2013-14,Victor Oladipo,203506,ORL,22,6-4,215
2013-14,Vince Carter,1713,DAL,37,6-6,220
2013-14,Vitor Faverani,203543,BOS,26,6-11,260
2013-14,Wayne Ellington,201961,DAL,26,6-4,200
2013-14,Wesley Johnson,202325,LAL,26,6-7,215
2013-14,Wesley Matthews,202083,POR,27,6-5,220
2013-14,Will Barton,203115,POR,23,6-6,175
2013-14,Will Bynum,101198,DET,31,6-0,185
2013-14,Willie Green,2584,LAC,32,6-3,201
2013-14,Wilson Chandler,201163,DEN,27,6-8,225
2013-14,Xavier Henry,202333,LAL,23,6-6,220
2013-14,Zach Randolph,2216,MEM,32,6-9,260
2013-14,Zaza Pachulia,2585,MIL,30,6-11,275
2014-15,AJ Price,201985,CLE,28,6-2,195
2014-15,Aaron Brooks,201166,CHI,30,6-0,161
2014-15,Aaron Gordon,203932,ORL,19,6-9,220
2014-15,Adreian Payne,203940,MIN,24,6-10,245
2014-15,Al Horford,201143,ATL,29,6-10,250
2014-15,Al Jefferson,2744,CHA,30,6-10,289
2014-15,Al-Farouq Aminu,202329,DAL,24,6-9,215
2014-15,Alan Anderson,101187,BKN,32,6-6,220
2014-15,Alec Burks,202692,UTA,23,6-6,211
2014-15,Alex Kirk,203945,CLE,23,7-0,245
2014-15,Alex Len,203458,PHX,22,7-1,255
2014-15,Alexey Shved,203144,NYK,26,6-6,187
2014-15,Alexis Ajinca,201582,NOP,27,7-2,248
2014-15,Allen Crabbe,203459,POR,23,6-6,210
2014-15,Alonzo Gee,202087,POR,28,6-6,225
2014-15,Amar'e Stoudemire,2405,DAL,32,6-10,245
2014-15,Amir Johnson,101161,TOR,28,6-9,240
2014-15,Anderson Varejao,2760,CLE,32,6-11,267
2014-15,Andre Dawkins,203958,MIA,23,6-5,219
2014-15,Andre Drummond,203083,DET,21,6-11,279
2014-15,Andre Iguodala,2738,GSW,31,6-6,215
2014-15,Andre Miller,1889,SAC,39,6-2,200
2014-15,Andre Roberson,203460,OKC,23,6-7,210
2014-15,Andrea Bargnani,200745,NYK,29,7-0,245
2014-15,Andrei Kirilenko,1905,BKN,34,6-9,235
2014-15,Andrew Bogut,101106,GSW,30,7-0,260
2014-15,Andrew Nicholson,203094,ORL,25,6-9,250
2014-15,Andrew Wiggins,203952,MIN,20,6-8,199
2014-15,Anthony Bennett,203461,MIN,22,6-8,245
2014-15,Anthony Davis,203076,NOP,22,6-10,220
2014-15,Anthony Morrow,201627,OKC,29,6-5,210
2014-15,Anthony Tolliver,201229,DET,30,6-8,240
2014-15,Archie Goodwin,203462,PHX,20,6-5,198
2014-15,Arinze Onuaku,202620,MIN,27,6-9,275
2014-15,Aron Baynes,203382,SAS,28,6-10,260
2014-15,Arron Afflalo,201167,POR,29,6-5,215
2014-15,Austin Daye,201948,ATL,27,6-11,220
2014-15,Austin Rivers,203085,LAC,22,6-4,200
2014-15,Avery Bradley,202340,BOS,24,6-2,180
2014-15,Ben Gordon,2732,ORL,32,6-3,205
2014-15,Ben McLemore,203463,SAC,22,6-5,195
2014-15,Beno Udrih,2757,MEM,32,6-3,205
2014-15,Bernard James,203108,DAL,30,6-10,235
2014-15,Bismack Biyombo,202687,CHA,22,6-9,245
2014-15,Blake Griffin,201933,LAC,26,6-10,251
2014-15,Bojan Bogdanović,202711,BKN,26,6-8,216
2014-15,Boris Diaw,2564,SAS,33,6-8,250
2014-15,Bradley Beal,203078,WAS,22,6-5,207
2014-15,Brandan Wright,201148,PHX,27,6-10,210
2014-15,Brandon Bass,101138,BOS,30,6-8,250
2014-15,Brandon Davies,203561,PHI,23,6-10,240
2014-15,Brandon Jennings,201943,DET,25,6-1,169
2014-15,Brandon Knight,202688,PHX,23,6-3,189
2014-15,Brandon Rush,201575,GSW,29,6-6,220
2014-15,Brendan Haywood,2217,CLE,35,7-0,263
2014-15,Brian Roberts,203148,CHA,29,6-1,173
2014-15,Brook Lopez,201572,BKN,27,7-0,275
2014-15,Bruno Caboclo,203998,TOR,19,6-9,205
2014-15,Bryce Cotton,203955,UTA,22,6-1,165
2014-15,C.J. Watson,201228,IND,31,6-2,175
2014-15,C.J. Wilcox,203912,LAC,24,6-5,195
2014-15,CJ McCollum,203468,POR,23,6-4,200
2014-15,CJ Miles,101139,IND,28,6-6,231
2014-15,Cameron Bairstow,203946,CHI,24,6-9,250
2014-15,Carl Landry,201171,SAC,31,6-9,248
2014-15,Carlos Boozer,2430,LAL,33,6-9,258
2014-15,Carmelo Anthony,2546,NYK,31,6-8,240
2014-15,Caron Butler,2406,DET,35,6-7,228
2014-15,Cartier Martin,201858,DET,30,6-7,220
2014-15,Chandler Parsons,202718,DAL,26,6-9,227
2014-15,Channing Frye,101112,ORL,32,6-11,255
2014-15,Charlie Villanueva,101111,DAL,30,6-11,232
2014-15,Chase Budinger,201978,MIN,27,6-7,209
2014-15,Chris Andersen,2365,MIA,36,6-10,245
2014-15,Chris Bosh,2547,MIA,31,6-11,235
2014-15,Chris Copeland,203142,IND,31,6-8,235
2014-15,Chris Douglas-Roberts,201604,LAC,28,6-7,210
2014-15,Chris Johnson,203187,UTA,25,6-6,201
2014-15,Chris Kaman,2549,POR,33,7-0,265
2014-15,Chris Paul,101108,LAC,30,6-0,175
2014-15,Chuck Hayes,101236,TOR,32,6-6,240
2014-15,Cleanthony Early,203921,NYK,24,6-8,220
2014-15,Clint Capela,203991,HOU,21,6-10,240
2014-15,Cody Zeller,203469,CHA,22,7-0,240
2014-15,Cole Aldrich,202332,NYK,26,6-11,250
2014-15,Corey Brewer,201147,HOU,29,6-9,186
2014-15,Cory Jefferson,203928,BKN,24,6-9,218
2014-15,Cory Joseph,202709,SAS,23,6-3,190
2014-15,Courtney Lee,201584,MEM,29,6-5,200
2014-15,D.J. Augustin,201571,OKC,27,6-0,183
2014-15,Dahntay Jones,2563,LAC,34,6-6,225
2014-15,Damian Lillard,203081,POR,24,6-3,195
2014-15,Damjan Rudez,204014,IND,29,6-10,200
2014-15,Danilo Gallinari,201568,DEN,26,6-10,225
2014-15,Danny Granger,101122,PHX,32,6-9,222
2014-15,Danny Green,201980,SAS,28,6-6,215
2014-15,Dante Cunningham,201967,NOP,28,6-8,230
2014-15,Danté Exum,203957,UTA,19,6-6,190
2014-15,Darius Miller,203121,NOP,25,6-8,225
2014-15,Darius Morris,202721,BKN,24,6-4,195
2014-15,Darrell Arthur,201589,DEN,27,6-9,235
2014-15,Darren Collison,201954,SAC,27,6-0,175
2014-15,David Lee,101135,GSW,32,6-9,245
2014-15,David Stockton,204065,SAC,24,5-11,165
2014-15,David Wear,204033,SAC,24,6-10,230
2014-15,David West,2561,IND,34,6-9,250
2014-15,DeAndre Jordan,201599,LAC,26,6-11,265
2014-15,DeJuan Blair,201971,WAS,26,6-7,270
2014-15,DeMar DeRozan,201942,TOR,25,6-7,220
2014-15,DeMarcus Cousins,202326,SAC,24,6-11,270
2014-15,DeMarre Carroll,201960,ATL,28,6-8,212
2014-15,Dennis Schröder,203471,ATL,21,6-1,168
2014-15,Deron Williams,101114,BKN,31,6-3,200
2014-15,Derrick Favors,202324,UTA,23,6-10,262
2014-15,Derrick Rose,201565,CHI,26,6-3,190
2014-15,Derrick Williams,202682,SAC,24,6-8,240
2014-15,Devin Harris,2734,DAL,32,6-3,192
2014-15,Devyn Marble,203906,ORL,22,6-6,200
2014-15,Dewayne Dedmon,203473,ORL,25,7-0,245
2014-15,Dion Waiters,203079,OKC,23,6-4,225
2014-15,Dirk Nowitzki,1717,DAL,37,7-0,245
2014-15,Donald Sloan,202388,IND,27,6-3,205
2014-15,Donatas Motiejunas,202700,HOU,24,7-0,255
2014-15,Dorell Wright,2748,POR,29,6-9,205
2014-15,Doug McDermott,203926,CHI,23,6-8,225
2014-15,Draymond Green,203110,GSW,25,6-7,230
2014-15,Drew Gooden,2400,WAS,33,6-10,250
2014-15,Drew Gordon,204079,PHI,24,6-9,245
2014-15,Dwight Buycks,202779,LAL,26,6-3,190
2014-15,Dwight Howard,2730,HOU,29,6-11,275
2014-15,Dwight Powell,203939,DAL,23,6-11,240
2014-15,Dwyane Wade,2548,MIA,33,6-4,220
2014-15,E'Twaun Moore,202734,CHI,26,6-4,191
2014-15,Earl Barron,2853,PHX,33,7-0,250
2014-15,Earl Clark,201947,BKN,27,6-10,234
2014-15,Ed Davis,202334,LAL,26,6-10,240
2014-15,Ekpe Udoh,202327,LAC,28,6-10,245
2014-15,Elfrid Payton,203901,ORL,21,6-4,185
2014-15,Elijah Millsap,202407,UTA,27,6-6,215
2014-15,Elliot Williams,202343,PHI,26,,
2014-15,Elton Brand,1882,ATL,36,6-9,254
2014-15,Enes Freedom,202683,OKC,23,6-11,245
2014-15,Eric Bledsoe,202339,PHX,25,6-1,195
2014-15,Eric Gordon,201569,NOP,26,6-4,215
2014-15,Eric Moreland,203961,SAC,23,6-10,218
2014-15,Erick Green,203475,DEN,24,6-4,185
2014-15,Ersan Ilyasova,101141,MIL,28,6-10,235
2014-15,Evan Fournier,203095,ORL,22,6-7,205
2014-15,Evan Turner,202323,BOS,26,6-7,220
2014-15,Festus Ezeli,203105,GSW,25,6-11,265
2014-15,Francisco Garcia,101128,HOU,33,6-7,215
2014-15,Furkan Aldemir,203128,PHI,23,6-10,240
2014-15,Gal Mekel,203539,DAL,27,6-3,191
2014-15,Garrett Temple,202066,WAS,29,6-6,195
2014-15,Gary Harris,203914,DEN,20,6-4,210
2014-15,Gary Neal,202390,MIN,30,6-4,210
2014-15,George Hill,201588,IND,29,6-3,188
2014-15,Gerald Green,101123,PHX,29,6-8,210
2014-15,Gerald Henderson,201945,CHA,27,6-5,215
2014-15,Gerald Wallace,2222,BOS,32,6-7,220
2014-15,Giannis Antetokounmpo,203507,MIL,20,6-11,217
2014-15,Gigi Datome,203540,BOS,27,6-8,215
2014-15,Glen Davis,201175,LAC,29,6-9,289
2014-15,Glen Rice,203318,WAS,24,6-6,206
2014-15,Glenn Robinson III,203922,PHI,21,6-7,222
2014-15,Goran Dragic,201609,MIA,29,6-3,190
2014-15,Gordon Hayward,202330,UTA,25,6-8,225
2014-15,Gorgui Dieng,203476,MIN,25,6-11,233
2014-15,Grant Jerrett,203511,UTA,21,6-10,232
2014-15,Greg Monroe,202328,DET,25,6-11,250
2014-15,Greg Smith,202962,DAL,24,6-10,250
2014-15,Greg Stiemsma,201880,TOR,29,6-11,260
2014-15,Greivis Vasquez,202349,TOR,28,6-6,200
2014-15,Harrison Barnes,203084,GSW,23,6-8,225
2014-15,Hassan Whiteside,202355,MIA,26,7-0,265
2014-15,Hedo Turkoglu,2045,LAC,36,6-10,220
2014-15,Henry Sims,203156,PHI,25,6-10,248
2014-15,Henry Walker,201611,MIA,27,6-6,235
2014-15,Hollis Thompson,203138,PHI,24,6-8,206
2014-15,Ian Clark,203546,DEN,24,6-3,180
2014-15,Ian Mahinmi,101133,IND,28,6-11,250
2014-15,Iman Shumpert,202697,CLE,25,6-5,220
2014-15,Isaiah Canaan,203477,PHI,24,6-0,201
2014-15,Isaiah Thomas,202738,BOS,26,5-9,185
2014-15,Ish Smith,202397,PHI,26,6-0,175
2014-15,J.J. Barea,200826,DAL,31,6-0,185
2014-15,JJ Hickson,201581,DEN,26,6-9,242
2014-15,JJ Redick,200755,LAC,31,6-4,190
2014-15,JR Smith,2747,CLE,29,6-6,225
2014-15,JaKarr Sampson,203960,PHI,22,6-9,214
2014-15,JaMychal Green,203210,MEM,25,6-8,230
2014-15,JaVale McGee,201580,DEN,27,7-0,270
2014-15,Jabari Brown,203913,LAL,22,6-5,214
2014-15,Jabari Parker,203953,MIL,20,6-8,240
2014-15,Jack Cooley,204022,UTA,24,6-9,246
2014-15,Jae Crowder,203109,BOS,24,6-6,235
2014-15,Jamaal Franklin,203479,DEN,23,6-5,191
2014-15,Jamal Crawford,2037,LAC,35,6-5,200
2014-15,Jameer Nelson,2749,DEN,33,6-0,190
2014-15,James Ennis III,203516,MIA,24,6-7,208
2014-15,James Harden,201935,HOU,25,6-5,225
2014-15,James Johnson,201949,TOR,28,6-9,250
2014-15,James Jones,2592,CLE,34,6-8,215
2014-15,James Michael McAdoo,203949,GSW,22,6-9,230
2014-15,James Young,203923,BOS,19,6-6,215
2014-15,Jannero Pargo,2457,CHA,35,6-1,185
2014-15,Jared Cunningham,203099,LAC,24,6-4,195
2014-15,Jared Dudley,201162,MIL,29,6-7,225
2014-15,Jared Sullinger,203096,BOS,23,6-9,260
2014-15,Jarnell Stokes,203950,MEM,21,6-9,263
2014-15,Jarrett Jack,101127,BKN,31,6-3,200
2014-15,Jason Maxiell,101131,CHA,32,6-7,260
2014-15,Jason Richardson,2202,PHI,34,6-6,225
2014-15,Jason Smith,201160,NYK,29,7-0,245
2014-15,Jason Terry,1891,HOU,37,6-2,185
2014-15,Jason Thompson,201574,SAC,28,6-11,250
2014-15,Jeff Adrien,202399,HOU,29,,
2014-15,Jeff Ayres,201965,SAS,28,6-9,250
2014-15,Jeff Green,201145,MEM,28,6-9,235
2014-15,Jeff Teague,201952,ATL,27,6-2,181
2014-15,Jeff Withey,203481,NOP,25,7-0,222
2014-15,Jeffery Taylor,203106,CHA,26,6-7,225
2014-15,Jerami Grant,203924,PHI,21,6-8,210
2014-15,Jerel McNeal,202077,PHX,28,6-3,200
2014-15,Jeremy Evans,202379,UTA,27,6-9,200
2014-15,Jeremy Lamb,203087,OKC,23,6-5,185
2014-15,Jeremy Lin,202391,LAL,26,6-3,200
2014-15,Jerome Jordan,202366,BKN,28,7-0,253
2014-15,Jerrelle Benimon,203968,DEN,23,,
2014-15,Jerryd Bayless,201573,MIL,26,6-3,200
2014-15,Jimmer Fredette,202690,NOP,26,6-2,195
2014-15,Jimmy Butler,202710,CHI,25,6-7,220
2014-15,Joakim Noah,201149,CHI,30,6-11,232
2014-15,Jodie Meeks,201975,DET,27,6-4,210
2014-15,Joe Harris,203925,CLE,23,6-6,225
2014-15,Joe Ingles,204060,UTA,27,6-8,216
2014-15,Joe Johnson,2207,BKN,34,6-7,240
2014-15,Joel Anthony,201202,DET,32,6-9,245
2014-15,Joel Freeland,200777,POR,28,6-10,225
2014-15,Joey Dorsey,201595,HOU,31,6-9,275
2014-15,Joffrey Lauvergne,203530,DEN,23,6-11,220
2014-15,John Henson,203089,MIL,24,6-11,230
2014-15,John Jenkins,203098,ATL,24,6-4,215
2014-15,John Lucas III,101249,DET,32,5-11,166
2014-15,John Salmons,2422,NOP,35,6-6,210
2014-15,John Wall,202322,WAS,24,6-4,195
2014-15,Johnny O'Bryant III,203948,MIL,22,6-9,265
2014-15,Jon Leuer,202720,MEM,26,6-10,228
2014-15,Jonas Jerebko,201973,BOS,28,6-10,231
2014-15,Jonas Valančiūnas,202685,TOR,23,7-0,255
2014-15,Jordan Adams,203919,MEM,20,6-5,209
2014-15,Jordan Clarkson,203903,LAL,23,6-5,185
2014-15,Jordan Farmar,200770,LAC,28,6-2,180
2014-15,Jordan Hamilton,202706,LAC,24,6-7,220
2014-15,Jordan Hill,201941,LAL,27,6-10,235
2014-15,Jorge Gutierrez,203268,MIL,26,6-3,195
2014-15,Jose Calderon,101181,NYK,33,6-3,200
2014-15,Josh McRoberts,201177,MIA,28,6-10,240
2014-15,Josh Smith,2746,HOU,29,6-9,225
2014-15,Jrue Holiday,201950,NOP,25,6-4,205
2014-15,Julius Randle,203944,LAL,20,6-9,250
2014-15,Justin Hamilton,203120,MIN,25,7-0,255
2014-15,Justin Holiday,203200,GSW,26,6-6,185
2014-15,Jusuf Nurkić,203994,DEN,20,6-11,280
2014-15,KJ McDaniels,203909,HOU,22,6-6,205
2014-15,Kalin Lucas,203564,MEM,26,6-1,186
2014-15,Kawhi Leonard,202695,SAS,24,6-7,230
2014-15,Kelly Olynyk,203482,BOS,24,7-0,238
2014-15,Kemba Walker,202689,CHA,25,6-1,184
2014-15,Kendall Marshall,203088,MIL,23,6-4,200
2014-15,Kendrick Perkins,2570,CLE,30,6-10,270
2014-15,Kenneth Faried,202702,DEN,25,6-8,228
2014-15,Kent Bazemore,203145,ATL,25,6-5,201
2014-15,Kentavious Caldwell-Pope,203484,DET,22,6-5,205
2014-15,Kenyon Martin,2030,MIL,37,6-9,225
2014-15,Kevin Durant,201142,OKC,26,6-9,240
2014-15,Kevin Garnett,708,MIN,39,6-11,253
2014-15,Kevin Love,201567,CLE,26,6-10,243
2014-15,Kevin Martin,2755,MIN,32,6-7,204
2014-15,Kevin Seraphin,202338,WAS,25,6-10,278
2014-15,Khris Middleton,203114,MIL,23,6-7,225
2014-15,Kirk Hinrich,2550,CHI,34,6-4,190
2014-15,Klay Thompson,202691,GSW,25,6-7,215
2014-15,Kobe Bryant,977,LAL,36,6-6,212
2014-15,Kosta Koufos,201585,MEM,26,7-0,265
2014-15,Kostas Papanikolaou,203123,HOU,24,6-8,235
2014-15,Kris Humphries,2743,WAS,30,6-9,235
2014-15,Kyle Anderson,203937,SAS,21,6-9,230
2014-15,Kyle Korver,2594,ATL,34,6-7,212
2014-15,Kyle Lowry,200768,TOR,29,6-0,205
2014-15,Kyle O'Quinn,203124,ORL,25,6-10,250
2014-15,Kyle Singler,202713,OKC,27,6-8,228
2014-15,Kyrie Irving,202681,CLE,23,6-3,193
2014-15,LaMarcus Aldridge,200746,POR,29,6-11,240
2014-15,Lance Stephenson,202362,CHA,24,6-5,230
2014-15,Lance Thomas,202498,NYK,27,6-8,225
2014-15,Landry Fields,202361,TOR,27,6-7,215
2014-15,Langston Galloway,204038,NYK,23,6-2,200
2014-15,Larry Drew II,203580,PHI,25,6-2,180
2014-15,Larry Sanders,202336,MIL,26,6-11,230
2014-15,Lavoy Allen,202730,IND,26,6-9,255
2014-15,LeBron James,2544,CLE,30,6-8,250
2014-15,Leandro Barbosa,2571,GSW,32,6-3,194
2014-15,Lester Hudson,201991,LAC,30,6-3,190
2014-15,Lorenzo Brown,203485,MIN,24,6-5,189
2014-15,Lou Amundson,200811,NYK,32,6-9,225
2014-15,Lou Williams,101150,TOR,28,6-1,175
2014-15,Luc Mbah a Moute,201601,PHI,28,6-8,230
2014-15,Lucas Nogueira,203512,TOR,22,7-0,220
2014-15,Luis Scola,2449,IND,35,6-9,240
2014-15,Luke Babbitt,202337,NOP,26,6-9,225
2014-15,Luke Ridnour,2557,ORL,34,6-2,175
2014-15,Luol Deng,2736,MIA,30,6-9,220
2014-15,Malcolm Lee,202723,PHI,25,6-5,200
2014-15,Malcolm Thomas,202952,PHI,26,6-9,225
2014-15,Manu Ginobili,1938,SAS,37,6-6,205
2014-15,Marc Gasol,201188,MEM,30,7-1,265
2014-15,Marcin Gortat,101162,WAS,31,6-11,240
2014-15,Marco Belinelli,201158,SAS,29,6-5,210
2014-15,Marcus Morris Sr.,202694,PHX,25,6-9,235
2014-15,Marcus Smart,203935,BOS,21,6-4,220
2014-15,Marcus Thornton,201977,PHX,28,6-4,205
2014-15,Mario Chalmers,201596,MIA,29,6-2,190
2014-15,Markel Brown,203900,BKN,23,6-3,190
2014-15,Markieff Morris,202693,PHX,25,6-10,245
2014-15,Marreese Speights,201578,GSW,27,6-10,255
2014-15,Martell Webster,101110,WAS,28,6-7,230
2014-15,Marvin Williams,101107,CHA,29,6-9,237
2014-15,Mason Plumlee,203486,BKN,25,6-11,235
2014-15,Matt Barnes,2440,LAC,35,6-7,226
2014-15,Matt Bonner,2588,SAS,35,6-10,235
2014-15,Matthew Dellavedova,203521,CLE,24,6-4,200
2014-15,Maurice Harkless,203090,ORL,22,6-9,215
2014-15,Meyers Leonard,203086,POR,23,7-1,245
2014-15,Michael Beasley,201563,MIA,26,6-10,235
2014-15,Michael Carter-Williams,203487,MIL,23,6-6,190
2014-15,Michael Kidd-Gilchrist,203077,CHA,21,6-7,232
2014-15,Mike Conley,201144,MEM,27,6-1,175
2014-15,Mike Dunleavy,2399,CHI,34,6-9,230
2014-15,Mike Miller,2034,CLE,35,6-8,218
2014-15,Mike Muscala,203488,ATL,23,6-11,230
2014-15,Mike Scott,203118,ATL,26,6-8,237
2014-15,Miles Plumlee,203101,MIL,26,6-11,255
2014-15,Miroslav Raduljica,203545,MIN,27,7-0,250
2014-15,Mirza Teletovic,203141,BKN,29,6-9,242
2014-15,Mitch McGary,203956,OKC,23,6-10,255
2014-15,Mo Williams,2590,CHA,32,6-1,198
2014-15,Monta Ellis,101145,DAL,29,6-3,185
2014-15,Nate Robinson,101126,DEN,31,5-9,180
2014-15,Nate Wolters,203489,MIL,24,6-4,190
2014-15,Nazr Mohammed,1737,CHI,37,6-10,250
2014-15,Nene,2403,WAS,32,6-11,250
2014-15,Nerlens Noel,203457,PHI,21,6-11,228
2014-15,Nick Calathes,201979,MEM,26,6-6,213
2014-15,Nick Collison,2555,OKC,34,6-10,255
2014-15,Nick Johnson,203910,HOU,22,6-3,202
2014-15,Nick Young,201156,LAL,30,6-7,210
2014-15,Nicolas Batum,201587,POR,26,6-8,200
2014-15,Nik Stauskas,203917,SAC,21,6-6,205
2014-15,Nikola Mirotic,202703,CHI,24,6-10,220
2014-15,Nikola Pekovic,201593,MIN,29,6-11,295
2014-15,Nikola Vučević,202696,ORL,24,7-0,260
2014-15,Noah Vonleh,203943,CHA,19,6-10,240
2014-15,Norris Cole,202708,NOP,26,6-2,175
2014-15,O.J. Mayo,201564,MIL,27,6-5,210
2014-15,Ognjen Kuzmic,203136,GSW,25,7-0,260
2014-15,Omer Asik,201600,NOP,28,7-0,255
2014-15,Omri Casspi,201956,SAC,27,6-9,225
2014-15,Otto Porter Jr.,203490,WAS,22,6-8,198
2014-15,P.J. Tucker,200782,PHX,30,6-6,224
2014-15,PJ Hairston,203798,CHA,22,6-6,230
2014-15,Pablo Prigioni,203143,HOU,38,6-3,185
2014-15,Patrick Beverley,201976,HOU,26,6-1,210
2014-15,Patrick Christopher,203565,MEM,27,,
2014-15,Patrick Patterson,202335,TOR,26,6-9,235
2014-15,Patty Mills,201988,SAS,26,6-0,185
2014-15,Pau Gasol,2200,CHI,34,7-0,250
2014-15,Paul George,202331,IND,25,6-9,220
2014-15,Paul Millsap,200794,ATL,30,6-8,253
2014-15,Paul Pierce,1718,WAS,37,6-7,235
2014-15,Pero Antic,203544,ATL,32,6-11,260
2014-15,Perry Jones III,203103,OKC,23,6-11,235
2014-15,Phil Pressey,203515,BOS,24,5-11,175
2014-15,Quincy Acy,203112,NYK,24,6-7,240
2014-15,Quincy Miller,203113,DET,22,6-9,210
2014-15,Quincy Pondexter,202347,NOP,27,6-7,220
2014-15,Rajon Rondo,200765,DAL,29,6-1,186
2014-15,Ramon Sessions,201196,WAS,29,6-3,190
2014-15,Randy Foye,200751,DEN,31,6-4,213
2014-15,Rasual Butler,2446,WAS,36,6-7,215
2014-15,Ray McCallum,203492,SAC,24,6-3,190
2014-15,Raymond Felton,101109,DAL,31,6-1,205
2014-15,Reggie Bullock Jr.,203493,PHX,24,6-7,205
2014-15,Reggie Evans,2501,SAC,35,6-8,245
2014-15,Reggie Jackson,202704,DET,25,6-3,208
2014-15,Reggie Williams,202130,SAS,28,6-6,205
2014-15,Richard Jefferson,2210,DAL,35,6-7,234
2014-15,Ricky Ledo,203495,NYK,22,6-7,195
2014-15,Ricky Rubio,201937,MIN,24,6-4,192
2014-15,Robbie Hummel,203133,MIN,26,6-9,219
2014-15,Robert Covington,203496,PHI,24,6-9,215
2014-15,Robert Sacre,203135,LAL,26,7-0,270
2014-15,Robin Lopez,201577,POR,27,7-0,255
2014-15,Rodney Hood,203918,UTA,22,6-8,215
2014-15,Rodney Stuckey,201155,IND,29,6-5,205
2014-15,Ronnie Price,101179,LAL,32,6-2,190
2014-15,Ronny Turiaf,101142,MIN,32,6-10,249
2014-15,Roy Hibbert,201579,IND,28,7-2,290
2014-15,Rudy Gay,200752,SAC,28,6-8,230
2014-15,Rudy Gobert,203497,UTA,23,7-1,245
2014-15,Russ Smith,203893,MEM,24,6-0,165
2014-15,Russell Westbrook,201566,OKC,26,6-3,200
2014-15,Ryan Anderson,201583,NOP,27,6-10,240
2014-15,Ryan Hollins,200797,SAC,30,7-0,240
2014-15,Ryan Kelly,203527,LAL,24,6-11,230
2014-15,Samuel Dalembert,2223,NYK,35,6-11,255
2014-15,Sean Kilpatrick,203930,MIN,25,6-4,210
2014-15,Sebastian Telfair,2742,OKC,30,6-0,170
2014-15,Serge Ibaka,201586,OKC,25,6-10,245
2014-15,Sergey Karasev,203508,BKN,21,6-7,208
2014-15,Seth Curry,203552,PHX,24,6-2,185
2014-15,Shabazz Muhammad,203498,MIN,22,6-6,227
2014-15,Shabazz Napier,203894,MIA,23,6-1,175
2014-15,Shane Larkin,203499,NYK,22,5-11,175
